,iso2,year,variable,value
188,AS,1992,new_sp_m04,0.0
189,AS,1995,new_sp_m04,0.0
190,AS,1996,new_sp_m04,0.0
191,AS,1997,new_sp_m04,0.0
192,AS,2001,new_sp_m04,0.0
193,AS,2002,new_sp_m04,0.0
194,AS,2003,new_sp_m04,0.0
195,AS,2005,new_sp_m04,0.0
196,AS,2006,new_sp_m04,0.0
197,AS,2007,new_sp_m04,0.0
198,AS,2008,new_sp_m04,0.0
199,AT,1980,new_sp_m04,0.0
200,AT,1981,new_sp_m04,0.0
201,AT,1982,new_sp_m04,0.0
202,AT,1983,new_sp_m04,0.0
203,AT,1984,new_sp_m04,0.0
204,AT,1985,new_sp_m04,0.0
205,AT,1986,new_sp_m04,0.0
206,AT,1987,new_sp_m04,0.0
207,AT,1988,new_sp_m04,0.0
208,AT,1989,new_sp_m04,0.0
209,AT,1990,new_sp_m04,0.0
210,AT,1991,new_sp_m04,0.0
211,AT,1992,new_sp_m04,0.0
212,AT,1993,new_sp_m04,0.0
213,AT,1994,new_sp_m04,0.0
214,AT,1999,new_sp_m04,0.0
215,AT,2008,new_sp_m04,0.0
216,AU,1980,new_sp_m04,0.0
217,AU,1981,new_sp_m04,0.0
218,AU,1982,new_sp_m04,0.0
219,AU,1983,new_sp_m04,0.0
220,AU,1984,new_sp_m04,0.0
221,AU,1985,new_sp_m04,0.0
222,AU,1986,new_sp_m04,0.0
223,AU,1987,new_sp_m04,0.0
224,AU,1988,new_sp_m04,0.0
225,AU,1989,new_sp_m04,0.0
226,AU,1990,new_sp_m04,0.0
227,AU,1991,new_sp_m04,0.0
228,AU,1992,new_sp_m04,0.0
229,AU,1994,new_sp_m04,0.0
230,AU,1995,new_sp_m04,0.0
231,AU,1996,new_sp_m04,0.0
232,AU,2000,new_sp_m04,0.0
233,AU,2001,new_sp_m04,0.0
234,AU,2003,new_sp_m04,0.0
235,AZ,1980,new_sp_m04,0.0
236,AZ,1981,new_sp_m04,0.0
237,AZ,1982,new_sp_m04,0.0
238,AZ,1983,new_sp_m04,0.0
239,AZ,1984,new_sp_m04,0.0
240,AZ,1985,new_sp_m04,0.0
241,AZ,1986,new_sp_m04,0.0
242,AZ,1987,new_sp_m04,0.0
243,AZ,1988,new_sp_m04,0.0
244,AZ,1989,new_sp_m04,0.0
245,AZ,1990,new_sp_m04,0.0
246,AZ,1991,new_sp_m04,0.0
247,AZ,1992,new_sp_m04,0.0
248,AZ,1999,new_sp_m04,0.0
249,AZ,2002,new_sp_m04,0.0
250,AZ,2003,new_sp_m04,0.0
251,AZ,2004,new_sp_m04,0.0
252,BA,1980,new_sp_m04,0.0
253,BA,1981,new_sp_m04,0.0
254,BA,1982,new_sp_m04,0.0
255,BA,1983,new_sp_m04,0.0
256,BA,1984,new_sp_m04,0.0
257,BA,1985,new_sp_m04,0.0
258,BA,1986,new_sp_m04,0.0
259,BA,1987,new_sp_m04,0.0
260,BA,1988,new_sp_m04,0.0
261,BA,1989,new_sp_m04,0.0
262,BA,1990,new_sp_m04,0.0
263,BA,1991,new_sp_m04,0.0
264,BA,1992,new_sp_m04,0.0
265,BA,1993,new_sp_m04,0.0
266,BA,1994,new_sp_m04,0.0
267,BA,1995,new_sp_m04,0.0
268,BA,1998,new_sp_m04,0.0
269,BA,2002,new_sp_m04,0.0
270,BA,2003,new_sp_m04,0.0
271,BA,2006,new_sp_m04,0.0
272,BB,1980,new_sp_m04,0.0
273,BB,1981,new_sp_m04,0.0
274,BB,1982,new_sp_m04,0.0
275,BB,1983,new_sp_m04,0.0
276,BB,1984,new_sp_m04,0.0
277,BB,1985,new_sp_m04,0.0
278,BB,1986,new_sp_m04,0.0
279,BB,1987,new_sp_m04,0.0
280,BB,1988,new_sp_m04,0.0
281,BB,1989,new_sp_m04,0.0
282,BB,1990,new_sp_m04,0.0
283,BB,1991,new_sp_m04,0.0
284,BB,1992,new_sp_m04,0.0
285,BB,1996,new_sp_m04,0.0
286,BB,2000,new_sp_m04,0.0
287,BB,2001,new_sp_m04,0.0
288,BB,2002,new_sp_m04,0.0
289,BB,2003,new_sp_m04,0.0
290,BB,2005,new_sp_m04,0.0
291,BB,2006,new_sp_m04,0.0
292,BB,2007,new_sp_m04,0.0
293,BB,2008,new_sp_m04,0.0
294,BD,1980,new_sp_m04,0.0
295,BD,1981,new_sp_m04,0.0
296,BD,1982,new_sp_m04,0.0
297,BD,1983,new_sp_m04,0.0
298,BD,1984,new_sp_m04,0.0
299,BD,1985,new_sp_m04,0.0
300,BD,1986,new_sp_m04,0.0
301,BD,1987,new_sp_m04,0.0
302,BD,1988,new_sp_m04,0.0
303,BD,1989,new_sp_m04,0.0
304,BD,1990,new_sp_m04,0.0
305,BD,1991,new_sp_m04,0.0
306,BD,1992,new_sp_m04,0.0
307,BD,2003,new_sp_m04,0.0
308,BD,2005,new_sp_m04,0.0
309,BD,2006,new_sp_m04,0.0
310,BD,2007,new_sp_m04,0.0
311,BD,2008,new_sp_m04,0.0
312,BE,1980,new_sp_m04,0.0
313,BE,1981,new_sp_m04,0.0
314,BE,1982,new_sp_m04,0.0
315,BE,1983,new_sp_m04,0.0
316,BE,1984,new_sp_m04,0.0
317,BE,1985,new_sp_m04,0.0
318,BE,1986,new_sp_m04,0.0
319,BE,1987,new_sp_m04,0.0
320,BE,1988,new_sp_m04,0.0
321,BE,1989,new_sp_m04,0.0
322,BE,1990,new_sp_m04,0.0
323,BE,1991,new_sp_m04,0.0
324,BE,1992,new_sp_m04,0.0
325,BE,1996,new_sp_m04,0.0
326,BE,1997,new_sp_m04,0.0
327,BE,1998,new_sp_m04,0.0
328,BE,1999,new_sp_m04,0.0
329,BF,1980,new_sp_m04,0.0
330,BF,1981,new_sp_m04,0.0
331,BF,1982,new_sp_m04,0.0
332,BF,1983,new_sp_m04,0.0
333,BF,1984,new_sp_m04,0.0
334,BF,1985,new_sp_m04,0.0
335,BF,1986,new_sp_m04,0.0
336,BF,1987,new_sp_m04,0.0
337,BF,1988,new_sp_m04,0.0
338,BF,1989,new_sp_m04,0.0
339,BF,1990,new_sp_m04,0.0
340,BF,1991,new_sp_m04,0.0
341,BF,1993,new_sp_m04,0.0
342,BF,1998,new_sp_m04,0.0
343,BF,2003,new_sp_m04,0.0
344,BF,2004,new_sp_m04,0.0
345,BF,2005,new_sp_m04,0.0
346,BF,2006,new_sp_m04,0.0
347,BF,2008,new_sp_m04,0.0
348,BG,1980,new_sp_m04,0.0
349,BG,1981,new_sp_m04,0.0
350,BG,1982,new_sp_m04,0.0
351,BG,1983,new_sp_m04,0.0
352,BG,1984,new_sp_m04,0.0
353,BG,1985,new_sp_m04,0.0
354,BG,1986,new_sp_m04,0.0
355,BG,1987,new_sp_m04,0.0
356,BG,1988,new_sp_m04,0.0
357,BG,1989,new_sp_m04,0.0
358,BG,1990,new_sp_m04,0.0
359,BG,1991,new_sp_m04,0.0
360,BG,1992,new_sp_m04,0.0
361,BG,1993,new_sp_m04,0.0
362,BG,2003,new_sp_m04,0.0
363,BG,2004,new_sp_m04,0.0
364,BH,1980,new_sp_m04,0.0
365,BH,1981,new_sp_m04,0.0
366,BH,1982,new_sp_m04,0.0
367,BH,1983,new_sp_m04,0.0
368,BH,1984,new_sp_m04,0.0
369,BH,1985,new_sp_m04,0.0
370,BH,1986,new_sp_m04,0.0
371,BH,1987,new_sp_m04,0.0
372,BH,1988,new_sp_m04,0.0
373,BH,1989,new_sp_m04,0.0
374,BH,1990,new_sp_m04,0.0
375,BH,1991,new_sp_m04,0.0
376,BH,1992,new_sp_m04,0.0
377,BH,2000,new_sp_m04,0.0
378,BH,2001,new_sp_m04,0.0
379,BH,2002,new_sp_m04,0.0
380,BH,2003,new_sp_m04,0.0
381,BH,2006,new_sp_m04,0.0
382,BI,1980,new_sp_m04,0.0
383,BI,1981,new_sp_m04,0.0
384,BI,1982,new_sp_m04,0.0
385,BI,1983,new_sp_m04,0.0
386,BI,1984,new_sp_m04,0.0
387,BI,1985,new_sp_m04,0.0
388,BI,1986,new_sp_m04,0.0
389,BI,1987,new_sp_m04,0.0
390,BI,1988,new_sp_m04,0.0
391,BI,1989,new_sp_m04,0.0
392,BI,1990,new_sp_m04,0.0
393,BI,1991,new_sp_m04,0.0
394,BI,1992,new_sp_m04,0.0
395,BI,1999,new_sp_m04,0.0
396,BI,2000,new_sp_m04,0.0
397,BI,2001,new_sp_m04,0.0
398,BI,2002,new_sp_m04,0.0
399,BI,2005,new_sp_m04,0.0
400,BI,2006,new_sp_m04,0.0
401,BI,2007,new_sp_m04,0.0
402,BI,2008,new_sp_m04,0.0
403,BJ,1980,new_sp_m04,0.0
404,BJ,1981,new_sp_m04,0.0
405,BJ,1982,new_sp_m04,0.0
406,BJ,1983,new_sp_m04,0.0
407,BJ,1984,new_sp_m04,0.0
408,BJ,1985,new_sp_m04,0.0
409,BJ,1986,new_sp_m04,0.0
410,BJ,1987,new_sp_m04,0.0
411,BJ,1988,new_sp_m04,0.0
412,BJ,1989,new_sp_m04,0.0
413,BJ,1990,new_sp_m04,0.0
414,BJ,1991,new_sp_m04,0.0
415,BJ,1992,new_sp_m04,0.0
416,BJ,1995,new_sp_m04,0.0
417,BJ,1996,new_sp_m04,0.0
418,BJ,1998,new_sp_m04,0.0
419,BJ,2000,new_sp_m04,0.0
420,BJ,2001,new_sp_m04,0.0
421,BJ,2004,new_sp_m04,0.0
422,BJ,2005,new_sp_m04,0.0
423,BJ,2006,new_sp_m04,0.0
424,BJ,2007,new_sp_m04,0.0
425,BJ,2008,new_sp_m04,0.0
426,BM,1980,new_sp_m04,0.0
427,BM,1981,new_sp_m04,0.0
428,BM,1982,new_sp_m04,0.0
429,BM,1983,new_sp_m04,0.0
430,BM,1984,new_sp_m04,0.0
431,BM,1985,new_sp_m04,0.0
432,BM,1986,new_sp_m04,0.0
433,BM,1987,new_sp_m04,0.0
434,BM,1988,new_sp_m04,0.0
435,BM,1989,new_sp_m04,0.0
436,BM,1990,new_sp_m04,0.0
437,BM,1991,new_sp_m04,0.0
438,BM,1992,new_sp_m04,0.0
439,BM,1996,new_sp_m04,0.0
440,BM,1997,new_sp_m04,0.0
441,BM,1998,new_sp_m04,0.0
442,BM,1999,new_sp_m04,0.0
443,BM,2000,new_sp_m04,0.0
444,BM,2001,new_sp_m04,0.0
445,BM,2002,new_sp_m04,0.0
446,BM,2003,new_sp_m04,0.0
447,BM,2004,new_sp_m04,0.0
448,BM,2005,new_sp_m04,0.0
449,BM,2006,new_sp_m04,0.0
450,BM,2007,new_sp_m04,0.0
451,BM,2008,new_sp_m04,0.0
452,BN,1980,new_sp_m04,0.0
453,BN,1981,new_sp_m04,0.0
454,BN,1982,new_sp_m04,0.0
455,BN,1983,new_sp_m04,0.0
456,BN,1984,new_sp_m04,0.0
457,BN,1985,new_sp_m04,0.0
458,BN,1986,new_sp_m04,0.0
459,BN,1987,new_sp_m04,0.0
460,BN,1988,new_sp_m04,0.0
461,BN,1989,new_sp_m04,0.0
462,BN,1990,new_sp_m04,0.0
463,BN,1992,new_sp_m04,0.0
464,BN,1997,new_sp_m04,0.0
465,BN,1998,new_sp_m04,0.0
466,BN,2000,new_sp_m04,0.0
467,BN,2002,new_sp_m04,0.0
468,BN,2003,new_sp_m04,0.0
469,BN,2004,new_sp_m04,0.0
470,BN,2005,new_sp_m04,0.0
471,BO,1980,new_sp_m04,0.0
472,BO,1981,new_sp_m04,0.0
473,BO,1982,new_sp_m04,0.0
474,BO,1983,new_sp_m04,0.0
475,BO,1984,new_sp_m04,0.0
476,BO,1985,new_sp_m04,0.0
477,BO,1986,new_sp_m04,0.0
478,BO,1987,new_sp_m04,0.0
479,BO,1988,new_sp_m04,0.0
480,BO,1989,new_sp_m04,0.0
481,BO,1990,new_sp_m04,0.0
482,BO,1991,new_sp_m04,0.0
483,BO,1992,new_sp_m04,0.0
484,BO,1996,new_sp_m04,0.0
485,BO,1997,new_sp_m04,0.0
486,BO,1999,new_sp_m04,0.0
487,BO,2000,new_sp_m04,0.0
488,BO,2001,new_sp_m04,0.0
489,BO,2002,new_sp_m04,0.0
490,BO,2003,new_sp_m04,0.0
491,BO,2004,new_sp_m04,0.0
492,BO,2005,new_sp_m04,0.0
493,BO,2006,new_sp_m04,0.0
494,BO,2008,new_sp_m04,0.0
495,BR,1980,new_sp_m04,0.0
496,BR,1981,new_sp_m04,0.0
497,BR,1982,new_sp_m04,0.0
498,BR,1983,new_sp_m04,0.0
499,BR,1984,new_sp_m04,0.0
500,BR,1985,new_sp_m04,0.0
501,BR,1986,new_sp_m04,0.0
502,BR,1987,new_sp_m04,0.0
503,BR,1988,new_sp_m04,0.0
504,BR,1989,new_sp_m04,0.0
505,BR,1990,new_sp_m04,0.0
506,BR,1991,new_sp_m04,0.0
507,BR,1992,new_sp_m04,0.0
508,BR,2004,new_sp_m04,0.0
509,BR,2005,new_sp_m04,0.0
510,BS,1980,new_sp_m04,0.0
511,BS,1981,new_sp_m04,0.0
512,BS,1982,new_sp_m04,0.0
513,BS,1983,new_sp_m04,0.0
514,BS,1984,new_sp_m04,0.0
515,BS,1985,new_sp_m04,0.0
516,BS,1986,new_sp_m04,0.0
517,BS,1987,new_sp_m04,0.0
518,BS,1988,new_sp_m04,0.0
519,BS,1989,new_sp_m04,0.0
520,BS,1990,new_sp_m04,0.0
521,BS,1991,new_sp_m04,0.0
522,BS,1992,new_sp_m04,0.0
523,BS,1997,new_sp_m04,0.0
524,BS,2000,new_sp_m04,0.0
525,BS,2001,new_sp_m04,0.0
526,BS,2006,new_sp_m04,0.0
527,BS,2007,new_sp_m04,0.0
528,BS,2008,new_sp_m04,0.0
529,BT,1980,new_sp_m04,0.0
530,BT,1981,new_sp_m04,0.0
531,BT,1982,new_sp_m04,0.0
532,BT,1983,new_sp_m04,0.0
533,BT,1984,new_sp_m04,0.0
534,BT,1985,new_sp_m04,0.0
535,BT,1986,new_sp_m04,0.0
536,BT,1987,new_sp_m04,0.0
537,BT,1988,new_sp_m04,0.0
538,BT,1989,new_sp_m04,0.0
539,BT,1990,new_sp_m04,0.0
540,BT,1991,new_sp_m04,0.0
541,BT,1992,new_sp_m04,0.0
542,BT,1993,new_sp_m04,0.0
543,BT,1999,new_sp_m04,0.0
544,BT,2001,new_sp_m04,0.0
545,BT,2002,new_sp_m04,0.0
546,BT,2003,new_sp_m04,0.0
547,BT,2004,new_sp_m04,0.0
548,BT,2005,new_sp_m04,0.0
549,BT,2006,new_sp_m04,0.0
550,BT,2007,new_sp_m04,0.0
551,BW,1980,new_sp_m04,0.0
552,BW,1981,new_sp_m04,0.0
553,BW,1982,new_sp_m04,0.0
554,BW,1983,new_sp_m04,0.0
555,BW,1984,new_sp_m04,0.0
556,BW,1985,new_sp_m04,0.0
557,BW,1986,new_sp_m04,0.0
558,BW,1987,new_sp_m04,0.0
559,BW,1988,new_sp_m04,0.0
560,BW,1989,new_sp_m04,0.0
561,BW,1990,new_sp_m04,0.0
562,BW,1991,new_sp_m04,0.0
563,BW,1992,new_sp_m04,0.0
564,BW,2003,new_sp_m04,0.0
565,BW,2005,new_sp_m04,0.0
566,BW,2006,new_sp_m04,0.0
567,BW,2007,new_sp_m04,0.0
568,BY,1980,new_sp_m04,0.0
569,BY,1981,new_sp_m04,0.0
570,BY,1982,new_sp_m04,0.0
571,BY,1983,new_sp_m04,0.0
572,BY,1984,new_sp_m04,0.0
573,BY,1985,new_sp_m04,0.0
574,BY,1986,new_sp_m04,0.0
575,BY,1987,new_sp_m04,0.0
576,BY,1988,new_sp_m04,0.0
577,BY,1989,new_sp_m04,0.0
578,BY,1990,new_sp_m04,0.0
579,BY,1991,new_sp_m04,0.0
580,BY,1992,new_sp_m04,0.0
581,BY,2003,new_sp_m04,0.0
582,BY,2004,new_sp_m04,0.0
583,BY,2005,new_sp_m04,0.0
584,BY,2007,new_sp_m04,0.0
585,BY,2008,new_sp_m04,0.0
586,BZ,1980,new_sp_m04,0.0
587,BZ,1981,new_sp_m04,0.0
588,BZ,1982,new_sp_m04,0.0
589,BZ,1983,new_sp_m04,0.0
590,BZ,1984,new_sp_m04,0.0
591,BZ,1985,new_sp_m04,0.0
592,BZ,1986,new_sp_m04,0.0
593,BZ,1987,new_sp_m04,0.0
594,BZ,1988,new_sp_m04,0.0
595,BZ,1989,new_sp_m04,0.0
596,BZ,1990,new_sp_m04,0.0
597,BZ,1991,new_sp_m04,0.0
598,BZ,1992,new_sp_m04,0.0
599,BZ,2000,new_sp_m04,0.0
600,BZ,2001,new_sp_m04,0.0
601,BZ,2002,new_sp_m04,0.0
602,BZ,2003,new_sp_m04,0.0
603,BZ,2004,new_sp_m04,0.0
604,BZ,2005,new_sp_m04,0.0
605,CA,1980,new_sp_m04,0.0
606,CA,1981,new_sp_m04,0.0
607,CA,1982,new_sp_m04,0.0
608,CA,1983,new_sp_m04,0.0
609,CA,1984,new_sp_m04,0.0
610,CA,1985,new_sp_m04,0.0
611,CA,1986,new_sp_m04,0.0
612,CA,1987,new_sp_m04,0.0
613,CA,1988,new_sp_m04,0.0
614,CA,1989,new_sp_m04,0.0
615,CA,1990,new_sp_m04,0.0
616,CA,1991,new_sp_m04,0.0
617,CA,1992,new_sp_m04,0.0
618,CA,1993,new_sp_m04,0.0
619,CA,1994,new_sp_m04,0.0
620,CA,1995,new_sp_m04,0.0
621,CA,1996,new_sp_m04,0.0
622,CA,1997,new_sp_m04,0.0
623,CA,1998,new_sp_m04,0.0
624,CA,1999,new_sp_m04,0.0
625,CA,2000,new_sp_m04,0.0
626,CA,2001,new_sp_m04,0.0
627,CA,2002,new_sp_m04,0.0
628,CA,2003,new_sp_m04,0.0
629,CA,2004,new_sp_m04,0.0
630,CD,1980,new_sp_m04,0.0
631,CD,1981,new_sp_m04,0.0
632,CD,1982,new_sp_m04,0.0
633,CD,1983,new_sp_m04,0.0
634,CD,1984,new_sp_m04,0.0
635,CD,1985,new_sp_m04,0.0
636,CD,1986,new_sp_m04,0.0
637,CD,1987,new_sp_m04,0.0
638,CD,1988,new_sp_m04,0.0
639,CD,1989,new_sp_m04,0.0
640,CD,1990,new_sp_m04,0.0
641,CD,1991,new_sp_m04,0.0
642,CD,1992,new_sp_m04,0.0
643,CD,1994,new_sp_m04,0.0
644,CD,2004,new_sp_m04,0.0
645,CD,2005,new_sp_m04,0.0
646,CD,2007,new_sp_m04,0.0
647,CD,2008,new_sp_m04,0.0
648,CF,1980,new_sp_m04,0.0
649,CF,1981,new_sp_m04,0.0
650,CF,1982,new_sp_m04,0.0
651,CF,1983,new_sp_m04,0.0
652,CF,1984,new_sp_m04,0.0
653,CF,1985,new_sp_m04,0.0
654,CF,1986,new_sp_m04,0.0
655,CF,1987,new_sp_m04,0.0
656,CF,1988,new_sp_m04,0.0
657,CF,1989,new_sp_m04,0.0
658,CF,1990,new_sp_m04,0.0
659,CF,1991,new_sp_m04,0.0
660,CF,1995,new_sp_m04,0.0
661,CF,1998,new_sp_m04,0.0
662,CF,1999,new_sp_m04,0.0
663,CF,2000,new_sp_m04,0.0
664,CF,2001,new_sp_m04,0.0
665,CF,2002,new_sp_m04,0.0
666,CF,2004,new_sp_m04,0.0
667,CF,2005,new_sp_m04,0.0
668,CF,2007,new_sp_m04,0.0
669,CF,2008,new_sp_m04,0.0
670,CG,1980,new_sp_m04,0.0
671,CG,1981,new_sp_m04,0.0
672,CG,1982,new_sp_m04,0.0
673,CG,1983,new_sp_m04,0.0
674,CG,1984,new_sp_m04,0.0
675,CG,1985,new_sp_m04,0.0
676,CG,1986,new_sp_m04,0.0
677,CG,1987,new_sp_m04,0.0
678,CG,1988,new_sp_m04,0.0
679,CG,1989,new_sp_m04,0.0
680,CG,1990,new_sp_m04,0.0
681,CG,1991,new_sp_m04,0.0
682,CG,1992,new_sp_m04,0.0
683,CG,1993,new_sp_m04,0.0
684,CG,2007,new_sp_m04,0.0
685,CG,2008,new_sp_m04,0.0
686,CH,1980,new_sp_m04,0.0
687,CH,1981,new_sp_m04,0.0
688,CH,1982,new_sp_m04,0.0
689,CH,1983,new_sp_m04,0.0
690,CH,1984,new_sp_m04,0.0
691,CH,1985,new_sp_m04,0.0
692,CH,1986,new_sp_m04,0.0
693,CH,1987,new_sp_m04,0.0
694,CH,1988,new_sp_m04,0.0
